Gene_Name,Bnb,Product,ECKnb,Names,Object_ID,Directly_Activates_IDs,Directly_Inhibites_IDs
EG11775,b0685,EG11775-MONOMER,ECK0673,ybfE@b0685@ECK0673,EG11775,,
G6085,b0021,G7762-MONOMER,ECK0022,insB1@b0021@ECK0022,G6085,,
EG20249,b4324,EG20249-MONOMER,ECK4315,uxuR@b4324@ECK4315,EG20249,,G7945@G7944@EG12739@EG12563@G6866@EG11658@EG11055@EG20249@EG20248@EG11066
EG11344,b1133,EG11344-MONOMER,ECK1119,mnmA@asuE@ycfB@trmU@b1133@ECK1119,EG11344,,
EG10678,b1247,OPPF-MONOMER,ECK1241,oppF@b1247@ECK1241,EG10678,,
G7851,b4188,G7851-MONOMER,ECK4184,yjfN@b4188@ECK4184,G7851,,
EG11571,b0065,EG11571-MONOMER,ECK0066,yabI@b0065@ECK0066,EG11571,,
EG12522,b3128,GALACTARDEHYDRA-MONOMER,ECK3116,garD@yhaG@b3128@ECK3116,EG12522,,
EG10651,b2159,EG10651-MONOMER,ECK2152,nfo@b2159@ECK2152,EG10651,,
EG10267,b3266,ACRF-MONOMER,ECK3253,acrF@envD@b3266@ECK3253,EG10267,,
G7848,b4183,G7848-MONOMER,ECK4179,yjfK@b4183@ECK4179,G7848,,
G0-10535,,MONOMER0-2755,,insAB1,G0-10535,,
EG12275,b3567,XYLG-MONOMER,ECK3556,xylG@b3567@ECK3556,EG12275,,
G7750,b4475,G7750-MONOMER,ECK3406,rtcA@yhgJ@yhgK@b3420@b3419@b4475@ECK3406,G7750,,
G0-9121,b4539,MONOMER0-1041,ECK2011,yoeB@b4539@ECK2011,G0-9121,,EG12844@G0-9121
EG12314,b0101,EG12314-MONOMER,ECK0101,yacG@b0101@ECK0101,EG12314,,
EG11383,b3209,EG11383-MONOMER,ECK3198,elbB@yzzB@elb2@s27a@yhbL@b3209@ECK3198,EG11383,,
G7117,b2080,G7117-MONOMER,ECK2076,yegP@b2080@ECK2076,G7117,,
EG11956,b4084,EG11956-MONOMER,ECK4077,alsK@yjcT@b4084@ECK4077,EG11956,,
EG12908,b3370,YHFM-MONOMER,ECK3358,frlA@yhfM@b3370@ECK3358,EG12908,,
G7731,b3379,G7731-MONOMER,ECK3366,php@yhfV@b3379@ECK3366,G7731,,
G7583,b3044,MONOMER0-4253,ECK0357,insC5@yi21-5@b3044@ECK0357,G7583,,
EG11698,b0756,ALDOSE1EPIM-MONOMER,ECK0745,galM@b0756@ECK0745,EG11698,,
G7199,b2324,G7199-MONOMER,ECK2318,mnmC@yfcK@trmC@b2324@ECK2318,G7199,,
EG10675,b1244,OPPB-MONOMER,ECK1238,oppB@b1244@ECK1238,EG10675,,
EG11260,b3765,EG11260-MONOMER,ECK3758,yifB@b3765@ECK3758,EG11260,,
EG11188,b3618,EG11188-MONOMER,ECK3608,htrL@yibB@b3618@ECK3608,EG11188,,
EG10624,b2831,EG10624-MONOMER,ECK2827,mutH@mutR@prv@b2831@ECK2827,EG10624,,
EG11230,b4118,PD00208,ECK4111,melR@b4118@ECK4111,EG11230,EG10577@EG10578@EG11230,EG10577@EG10578@EG11230
EG12469,b4130,YJDL-MONOMER,ECK4124,dtpC@yjdL@b4130@ECK4124,EG12469,,
G7615,b3101,G7615-MONOMER,ECK3092,yqjF@b3101@ECK3092,G7615,,
G6723,b1402,MONOMER0-4444,ECK0358,insD2@yi22-2@b1402@ECK0358,G6723,,
EG10974,b2707,PD00283,ECK2702,srlR@gutR@b2707@ECK2702,EG10974,,G8210@EG10969@EG10970@EG10971@EG10972@EG10974@EG10973
EG12022,b2140,EG12022-MONOMER,ECK2133,dusC@yohI@b2140@ECK2133,EG12022,,
EG12844,b2017,EG12844-MONOMER,ECK2012,yefM@b2017@ECK2012,EG12844,,EG12844@G0-9121
G7579,b3032,G7579-MONOMER,ECK3023,cpdA@icc@b3032@ECK3023,G7579,,
EG11125,b1257,EG11125-MONOMER,ECK1251,yciE@b1257@ECK1251,EG11125,,
EG11222,b2068,EG11222-MONOMER,ECK2062,alkA@aidA@b2068@ECK2062,EG11222,,
EG10787,b1101,MONOMER0-4389 // PTSG-MONOMER,ECK1087,ptsG@umgC@umg@tgl@CR@car@cat@catB2@glcA@gptA@b1101@ECK1087,EG10787,,
EG10042,b0111,EG10042-MONOMER,ECK0110,ampE@b0111@ECK0110,EG10042,,
G7498,b2879,G7498-MONOMER,ECK2875,ssnA@ygfL@b2879@ECK2875,G7498,,
G6223,b0372,MONOMER0-4441,ECK0299,insF2@tra5-1@b0372@ECK0299,G6223,,
EG10566,b1613,MANNPISOM-MONOMER,ECK1608,manA@pmi@b1613@ECK1608,EG10566,,
EG11254,b0636,EG11254-MONOMER,ECK0629,rlmH@ybeA@b0636@ECK0629,EG11254,,
G7688,b3243,G7688-MONOMER,ECK3232,aaeR@yhcS@qseA@b3243@ECK3232,G7688,G7687@G7686@G7685,
G7602,b3083,G7602-MONOMER,ECK3073,higB@ygjN@b3083@ECK3073,G7602,,G7602@G7601
EG10412,b3500,GLUTATHIONE-REDUCT-NADPH-MONOMER,ECK3485,gor@gorA@b3500@ECK3485,EG10412,,
EG10329,b3635,EG10329-MONOMER,ECK3625,mutM@fpg@b3635@ECK3625,EG10329,,
EG10369,b0124,GLUCDEHYDROG-MONOMER,ECK0123,gcd@b0124@ECK0123,EG10369,,
EG12281,b3577,MONOMER0-422,ECK3566,yiaM@b3577@ECK3566,EG12281,,
G7396,b2666,G7396-MONOMER,ECK2660,yqaE@b2666@ECK2660,G7396,,
G0-16638,b4709,MONOMER0-4346,ECK4566,insA9@b4709@ECK4566,G0-16638,,
EG10254,b3075,PD03254,ECK3065,ebgR@b3075@ECK3065,EG10254,,EG10252@EG10253
EG10595,b4171,EG10595-MONOMER,ECK4167,miaA@trpX@b4171@ECK4167,EG10595,,
EG10309,b4312,EG10309-MONOMER,ECK4303,fimB@pil@b4312@ECK4303,EG10309,,
EG11211,b4155,EG11211-MONOMER,ECK4151,epmA@genX@poxA@yjeA@b4155@ECK4151,EG11211,,
G7202,b2331,G7202-MONOMER,ECK2325,smrB@yfcN@b2331@ECK2325,G7202,,
EG10060,b0396,ARAJ-MONOMER,ECK0390,araJ@araT@b0396@ECK0390,EG10060,,
EG11073,b1749,EG11073-MONOMER,ECK1747,xthA@xth@b1749@ECK1747,EG11073,,
EG12169,b2198,EG12169-MONOMER,ECK2190,ccmD@yojM@b2198@ECK2190,EG12169,,
G7024,b1874,G7024-MONOMER,ECK1875,cutC@b1874@ECK1875,G7024,,
G0-10529,,MONOMER0-4246,,insEF2,G0-10529,,
G7919,b4309,G7919-MONOMER,ECK4300,nanS@yjhS@b4309@ECK4300,G7919,,
G0-8913,b4447,C0730-RNA,ECK3041,sibD@tp8@C0730@IS156@QUAD1d@rygD@b4447@ECK3041,G0-8913,,
G6544,b1038,G6544-MONOMER,ECK1024,csgF@b1038@ECK1024,G6544,,
G7836,b4146,G7836-MONOMER,ECK4140,epmB@yjeK@b4146@ECK4140,G7836,,
G6964,b1777,G6964-MONOMER,ECK1775,yeaC@b1777@ECK1775,G6964,,
EG12717,b3068,EG12717-MONOMER,ECK3058,mug@ygjF@b3068@ECK3058,EG12717,,
G7463,b2843,G7463-MONOMER,ECK2841,kduI@yqeE@b2843@ECK2841,G7463,,
EG12017,b2136,EG12017-MONOMER,ECK2129,yohD@b2136@ECK2129,EG12017,,
G6813,b1527,G6813-MONOMER,ECK1520,yneK@b1527@ECK1520,G6813,,
G7908,b4294,G7908-MONOMER,ECK0023,insA7@b4294@ECK0023,G7908,,
G6721,b1400,G6721-MONOMER,ECK1397,paaY@ydbZ@b1400@ECK1397,G6721,,
G0-10610,b4625,RNA0-334,ECK4432,symR@ryjC@b4625@ECK4432,G0-10610,,
EG10312,b4313,EG10312-MONOMER,ECK4304,fimE@hyp@pilH@b4313@ECK4304,EG10312,,
G6635,b1267,G6635-MONOMER,ECK1261,yciO@b1267@ECK1261,G6635,,
EG11871,b3385,GPH-MONOMER,ECK3372,gph@yhfE@b3385@ECK3372,EG11871,,
G6338,b0612,B0612-MONOMER,ECK0605,citT@ybdS@b0612@ECK0605,G6338,,
EG11891,b2008,EG11891-MONOMER,ECK2002,yeeA@b2008@ECK2002,EG11891,,
G6504,b0983,G6504-MONOMER,ECK0974,gfcE@yccZ@b0983@ECK0974,G6504,,
G7480,b2860,MONOMER0-4448,ECK0358,insD4@yi22-4@b2860@ECK0358,G7480,,
EG20080,b2976,MALSYNG-MONOMER,ECK2970,glcB@glc@b2976@ECK2970,EG20080,,
G0-8886,b4446,RYGC-RNA,ECK2908,sibC@QUAD1c@t27@rygC@b4446@ECK2908,G0-8886,,
G6548,b1043,G6548-MONOMER,ECK1029,csgC@ycdE@b1043@ECK1029,G6548,,
G6403,b0786,G6403-MONOMER,ECK0775,ybhL@b0786@ECK0775,G6403,,
EG11058,b2580,EG11058-MONOMER,ECK2578,ung@b2580@ECK2578,EG11058,,
EG12417,b2091,GALACTITOLPDEHYD-MONOMER,ECK2084,gatD@b2091@ECK2084,EG12417,,
EG11798,b0106,EG11798-MONOMER,ECK0105,hofC@yacD@hopC@b0106@ECK0105,EG11798,,
G6252,b0457,G6252-MONOMER,ECK0451,pdeB@ylaB@b0457@ECK0451,G6252,,
G6667,b1331,MONOMER0-4236,ECK0261,insH4@trs5-4@yi52_4@b1331@ECK0261,G6667,,
EG12245,b3519,TREHALACYTO-MONOMER,ECK3504,treF@b3519@ECK3504,EG12245,,
G0-8882,b4445,RYGB-RNA,ECK2834,omrB@PAIR2b@t59@rygB@b4445@ECK2834,G0-8882,,
EG10839,b3842,EG10839-MONOMER,ECK3834,rfaH@hlyT@sfrB@b3842@ECK3834,EG10839,,
G0-9609,b4425,RNA0-164,ECK1223,rttR@rtT@b4425@ECK1223,G0-9609,,
EG11906,b3947,EG11906-MONOMER,ECK3939,ptsA@yijH@frwA@pt1A@b3947@ECK3939,EG11906,,
EG10662,b1633,EG10662-MONOMER,ECK1629,nth@b1633@ECK1629,EG10662,,
EG11691,b3664,EG11691-MONOMER,ECK3655,adeQ@yicO@b3664@ECK3655,EG11691,,
G0-17101,b4826,RNA0-419,ECK4683,flgO@b4826@ECK4683,G0-17101,,
G6169,b0299,G7126-MONOMER,ECK0299,insF1@tra5-5@b0299@ECK0299,G6169,,
EG11561,b0040,CAIT-MONOMER,ECK0041,caiT@yaaP@b0040@ECK0041,EG11561,,
G0-8872,b4451,SRAI-RNA,ECK3426,ryhB@psrA18@IS176@sraI@b4451@ECK3426,G0-8872,,
EG11489,b1042,EG11489-MONOMER,ECK1028,csgA@b1042@ECK1028,EG11489,,
G0-17078,b4805,RNA0-407,ECK4662,raiZ@b4805@ECK4662,G0-17078,,
EG10986,b3549,EG10986-MONOMER,ECK3536,tag@tagA@b3549@ECK3536,EG10986,,
EG11176,b3125,TSA-REDUCT-MONOMER,ECK3113,garR@yhaE@b3125@ECK3113,EG11176,,
EG11405,b0887,CYDD-MONOMER,ECK0878,cydD@htrD@b0887@ECK0878,EG11405,,
G0-16636,b4759,RNA0-388,ECK4616,3'ETS-<i>leuZ</i>@b4759@ECK4616,G0-16636,,
G0-10545,,MONOMER0-4258,,insCD5,G0-10545,,
EG10970,b2704,GUTB-MONOMER,ECK2699,srlB@gutB@b2704@ECK2699,EG10970,,
G0-8866,b4442,SRAD-RNA,ECK2682,micA@sraD@psrA10@b4442@ECK2682,G0-8866,,
EG10168,b0657,EG10168-MONOMER,ECK0649,lnt@cutE@b0657@ECK0649,EG10168,,
EG10510,b2741,RPOS-MONOMER,ECK2736,rpoS@sigS@otsX@abrD@appR@csi2@dpeB@katF@nur@b2741@ECK2736,EG10510,G6628@G7277@G7276@EG10125@EG50009@EG10050@EG12712@EG10440@EG10956@EG12431@G6645@EG12292@G7055@EG11540@EG12703@EG11403@EG11510@G0-17009@EG10979@EG10980@EG10981@EG10982@EG10333@EG10332@EG10331@EG10330@EG10671@EG10773@EG10772@EG10771@G6607@G6606@G6605@G6604@EG12153@EG11648@EG10031@EG11222@G6805@G6804@G6803@G6802@G6801@G6800@G7264@G7263@G6094@EG11972@EG11973@G6131@G6130@G0-8878@EG11257@G0-8875@G7837@EG11942@EG11943@EG11448@G6897@G6898@G6899@G6900@G6901@G6902@EG11738@EG10804@G7173@EG12713@G0-16690@G7347@G7348@EG12341@EG11897@G7872@G6646@EG11822@EG10036@EG12387@G7394@EG10736@EG11108@EG10163@EG10020@EG12009@EG12010@EG12011@EG12012@G6777@G6778@G6779@G6780@G6781@G6782@EG11449@G6842@G6841@G6806@EG10044@G7565@EG10699@G7587@G7586@G7585@G7584@G7583@G0-10545@G6548@G6547@EG11489@EG11088@EG10543@EG12231@EG10280@EG10424@EG11811@EG11879@G7596@EG11751@EG11752@G7011@G0-8883@EG12242@EG12243@EG10682@EG10307@EG12374@EG10025@EG10024@EG10960@EG13159@G85@EG11381@G0-8914@EG10412@EG10625@G0-10699@EG10403@EG10404@EG11514@EG10441@G0-10588@EG11380@EG11379@EG10049@G6700@G6701@EG10503@EG11078@EG10652@EG11447@EG12121@EG12120@EG11015@EG10258@EG12100@EG11797@G0-16680@EG12241@EG12240@EG11544@EG12421@EG12624@EG10456@EG11531@EG11244@G0-16737@G6643@G6644@EG11610@EG11609@G7395@EG11310@EG10367@EG10037@EG10029@EG12228@EG12245@G0-16685@G7923@EG10897@EG11415@G6543@G6544@G6545@G6546@EG12957@EG10681@G0-9561@EG10468@EG10469@EG10470@EG10471@EG10472@EG10473@EG11699@EG10700@G0-10591@G6638@EG12399@G6626@G6627@G0-9562@EG11017@EG11013@EG10754@EG12298@EG12297@EG12296@G0-10617@EG11754@G0-9941@EG11571@EG11698@EG10363@EG10366@EG10362@EG10282@EG10703@EG10368@EG11374@EG10690@EG10679@EG12440@EG11938@G7329@G6755@G6754@G6753@G6752@G6751@G7262@G7129@EG12251@G6262@G6261@EG11495@G7739@G7738@G7737@G7736@EG11090@EG12334@EG12333@EG10165@EG11612@EG11338@EG12008@EG11073@G7852@EG11618@EG11617@EG12136@G7115@G7114@G7113@EG11391@EG10509@EG10803@EG10843@EG10842@EG11508@EG10680@EG10589@EG11158@EG30099@G7942@EG10059@EG10058@EG10057@EG11330@EG10361@EG11329@EG10380@EG10377@EG10379@EG11731@EG11730@G6492@G6491@G6490@EG10961@G6450@EG10342@EG10339@EG10347@G6886@EG10358@EG10594@EG10592@EG10593@EG11400@EG11399@EG11398@G6786@EG11490@EG11165@EG11164@EG11009@EG12031@EG12194@EG12193@EG10735@EG10783@EG10782@EG10784@EG10734@G0-10694@EG30063@G7017@EG10828@EG10242@EG11125@EG11126@EG11127@EG10375@EG10376@G6855@EG10702@G6764@G6849@G6848@G6847@G6846@G6845@EG11833@G6639@G6118@G6117@G6116@G6115@EG11627@EG11626@EG11625@EG11624@G6940@G6941@G6942@G6943@G6944@G0-16736@EG11325,
G0-10645,b4673,MONOMER0-2872,ECK4488,ymjD@b4673@ECK4488,G0-10645,,
EG10625,b2733,EG10625-MONOMER,ECK2728,mutS@ant@plm@fdv@b2733@ECK2728,EG10625,,
EG10699,b3916,6PFK-1-MONOMER,ECK3908,pfkA@b3916@ECK3908,EG10699,,
G7942,b4354,G7942-MONOMER,ECK4344,btsT@yjiY@b4354@ECK4344,G7942,,
EG12843,b0468,EG12843-MONOMER,ECK0462,ybaN@b0468@ECK0462,EG12843,,
G0-10430,b4516,MONOMER0-4228,ECK0023,insA4@b4516@ECK0023,G0-10430,,
EG10563,b1621,MALX-MONOMER,ECK1616,malX@b1621@ECK1616,EG10563,,
G0-8914,b4452,IS183-RNA,ECK3500,gadY@IS183@b4452@ECK3500,G0-8914,,
G6250,b0453,G6250-MONOMER,ECK0447,ybaY@b0453@ECK0447,G6250,,
G6209,b0357,G6209-MONOMER,ECK0354,frmR@yaiN@b0357@ECK0354,G6209,,G6209@EG50010@G6208
EG12323,b2244,EG12323-MONOMER,ECK2236,rpnE@yfaD@b2244@ECK2236,EG12323,,
G6992,b1808,G6992-MONOMER,ECK1806,yoaA@b1808@ECK1806,G6992,,
EG10364,b2837,PD03028,ECK2835,galR@Rgal@b2837@ECK2835,EG10364,EG11698@EG10363@EG10366@EG10362,EG10594@EG10592@EG10593@EG11698@EG10363@EG10366@EG10362@EG10365@EG12148@EG10364
EG11305,b0627,EG11305-MONOMER,ECK0620,tatE@ybeC@b0627@ECK0620,EG11305,,
EG12097,b2593,EG12097-MONOMER,ECK2591,yfiH@pgeF@b2593@ECK2591,EG12097,,
G7900,b4278,G7900-MONOMER,ECK4268,insG@yi41@b4278@ECK4268,G7900,,
EG10165,b2417,CRR-MONOMER,ECK2412,crr@treD@gsr@iex@tgs@b2417@ECK2412,EG10165,,
G0-10671,b4698,RNA0-348,ECK4510,mgrR@b4698@ECK4510,G0-10671,,
G6439,b0841,G6439-MONOMER,ECK0831,ybjG@b0841@ECK0831,G6439,,
G6494,b0959,G6494-MONOMER,ECK0950,sxy@yccR@b0959@ECK0950,G6494,G6494,
EG11922,b4023,EG11922-MONOMER,ECK4015,yjbD@b4023@ECK4015,EG11922,,
EG11281,b4170,EG11281-MONOMER,ECK4166,mutL@b4170@ECK4166,EG11281,,
EG10057,b1901,ARAF-MONOMER,ECK1899,araF@b1901@ECK1899,EG10057,,
G7655,b3173,G7655-MONOMER,ECK3162,yhbX@b3173@ECK3162,G7655,,
EG11735,b1019,EG11735-MONOMER,ECK1009,efeB@ycdB@b1019@ECK1009,EG11735,,
G7126,b2089,MONOMER0-4447,ECK0299,insF5@tra5-4@b2089@ECK0299,G7126,,
M014,b0351,MHPF-MONOMER,ECK0348,mhpF@b0351@ECK0348,M014,,
G0-8899,b4426,IS061-RNA,ECK1336,mcaS@IS061@isrA@b4426@ECK1336,G0-8899,,
EG10619,b0091,UDP-NACMUR-ALA-LIG-MONOMER,ECK0092,murC@b0091@ECK0092,EG10619,,
G7137,b2105,G7137-MONOMER,ECK2098,rcnR@yohL@b2105@ECK2098,G7137,,G7137@G7139@G7138
EG11540,b1004,PD01343,ECK0995,wrbA@b1004@ECK0995,EG11540,,
G6383,b0714,G6383-MONOMER,ECK0703,nei@b0714@ECK0703,G6383,,
G7892,b4266,GLUCONREDUCT-MONOMER,ECK4259,idnO@yjgU@b4266@ECK4259,G7892,,
G7437,b2771,B2771-MONOMER,ECK2766,ygcS@b2771@ECK2766,G7437,,
G7839,b4158,G7839-MONOMER,ECK4154,yjeO@b4158@ECK4154,G7839,,
G6509,b0988,G6509-MONOMER,ECK0022,insB4@b0988@ECK0022,G6509,,
G7445,b2787,GLUCARDEHYDRA-MONOMER,ECK2781,gudD@ygcX@b2787@ECK2781,G7445,,
G0-10598,b4608,RNA0-330,ECK4417,ohsC@ryfC@b4608@ECK4417,G0-10598,,
G7668,b3208,G7668-MONOMER,ECK3197,mtgA@mgt@yrbM@b3208@ECK3197,G7668,,
EG11811,b4187,EG11811-MONOMER,ECK4183,aidB@b4187@ECK4183,EG11811,,EG11811
EG11338,b1051,EG11338-MONOMER,ECK1037,msyB@b1051@ECK1037,EG11338,,
EG10037,b2212,EG10037-MONOMER,ECK2204,alkB@aidD@b2212@ECK2204,EG10037,,
G6718,b1397,G6718-MONOMER,ECK1394,paaJ@ydbW@b1397@ECK1394,G6718,,
EG11021,b3849,TRKH-MONOMER,ECK3841,trkH@b3849@ECK3841,EG11021,,
G7697,b3280,G7697-MONOMER,ECK3267,yrdB@b3280@ECK3267,G7697,,
G6145,b0274,MONOMER0-4440,ECK0022,insB3@b0274@ECK0022,G6145,,
G6205,b0352,MHPELY-MONOMER,ECK0349,mhpE@b0352@ECK0349,G6205,,
G0-8884,b4436,RYEC-RNA,ECK2068,sibA@QUAD1a@tp11@ryeC@b4436@ECK2068,G0-8884,,
EG12166,b0920,EG12166-MONOMER,ECK0911,elyC@ycbC@b0920@ECK0911,EG12166,,
EG11320,b0413,EG11320-MONOMER,ECK0407,nrdR@ybaD@b0413@ECK0407,EG11320,,G7401@G7402@EG12381@EG20257@EG12360@EG10660@EG10661@G812@EG11417
EG11182,b3356,EG11182-MONOMER,ECK3344,yhfA@b3356@ECK3344,EG11182,,
G6251,b0454,G6251-MONOMER,ECK0448,ybaZ@atl@b0454@ECK0448,G6251,,
EG20044,b3528,DCTA-MONOMER,ECK3513,dctA@b3528@ECK3513,EG20044,,
G7254,b2392,YFEP-MONOMER,ECK2387,mntH@mntA@yfeP@b2392@ECK2387,G7254,,
G7611,b3097,G7611-MONOMER,ECK3088,yqjC@b3097@ECK3088,G7611,,
G0-10542,,MONOMER0-4255,,insCD2,G0-10542,,
EG12414,b2094,GATA-MONOMER,ECK2087,gatA@b2094@ECK2087,EG12414,,
EG30098,b3864,SPF-RNA,ECK3856,spf@b3864@ECK3856,EG30098,,
EG10604,b0087,PHOSNACMURPENTATRANS-MONOMER,ECK0088,mraY@murX@b0087@ECK0088,EG10604,,
EG12094,b0069,EG12094-MONOMER,ECK0070,sgrR@yabN@b0069@ECK0070,EG12094,G7242@G0-10617@EG11754@G0-9941,EG12094@G0-9381@EG11574@EG11573@EG11572
EG11117,b1063,EG11117-MONOMER,ECK1048,yceB@b1063@ECK1048,EG11117,,
EG10736,b0708,EG10736-MONOMER,ECK0697,phr@phrB@b0708@ECK0697,EG10736,,
EG12144,b0688,PHOSPHOGLUCMUT-MONOMER,ECK0676,pgm@blu@b0688@ECK0676,EG12144,,
G7037,b1918,G7037-MONOMER,ECK1917,tcyL@yecS@b1918@ECK1917,G7037,,
G7492,b2873,G7492-MONOMER,ECK2869,hyuA@ygeZ@b2873@ECK2869,G7492,,
G7777,b3558,G7777-MONOMER,ECK3546,insK@dinS@yi5B@t150@b3558@ECK3546,G7777,,
EG11867,b3903,RHAMNISOM-MONOMER,ECK3896,rhaA@b3903@ECK3896,EG11867,,
G0-8873,b4456,SRAJ-RNA,ECK3795,glmZ@psrA20@sraJ@k19@ryiA@b4456@ECK3795,G0-8873,,
G7322,b2519,G7322-MONOMER,ECK2515,pbpC@yfgN@b2519@ECK2515,G7322,,
EG10083,b0390,EG10083-MONOMER,ECK0385,aroM@b0390@ECK0385,EG10083,,
EG11619,b1114,EG11619-MONOMER,ECK1100,mfd@b1114@ECK1100,EG11619,,
EG11443,b2914,RIB5PISOMA-MONOMER,ECK2910,rpiA@ygfC@b2914@ECK2910,EG11443,,
G6876,b1632,G6876-MONOMER,ECK1628,rsxE@ydgQ@b1632@ECK1628,G6876,,
G7371,b2636,G7371-MONOMER,ECK2632,yfjS@b2636@ECK2632,G7371,,
G7077,b1997,MONOMER0-4251,ECK0357,insC3@yi21-3@b1997@ECK0357,G7077,,
EG11076,b4031,XYLE-MONOMER,ECK4023,xylE@b4031@ECK4023,EG11076,,
G0-9042,b4454,RDLD-RNA,ECK3525,rdlD@b4454@ECK3525,G0-9042,,
EG11823,b2435,NACMURLALAAMI1-MONOMER,ECK2430,amiA@yfeE@b2435@ECK2430,EG11823,,
G7187,b2293,G7187-MONOMER,ECK2287,hxpA@yfbT@b2293@ECK2287,G7187,,
EG10627,b2961,EG10627-MONOMER,ECK2956,mutY@micA@b2961@ECK2956,EG10627,,
EG10843,b3905,PD00221,ECK3898,rhaS@rhaC2@b3905@ECK3898,EG10843,EG10843@EG10842@EG11866@EG11867@EG11868@EG11313,
G6780,b1486,YDDR-MONOMER,ECK1480,ddpB@yddR@b1486@ECK1480,G6780,,
G7005,b1832,G7005-MONOMER,ECK1831,msrC@yebR@b1832@ECK1831,G7005,,
G6360,b0656,MONOMER0-4235,ECK0261,insH3@trs5-3@yi52_3@b0656@ECK0261,G6360,,
EG10615,b3599,MTLA-MONOMER,ECK3588,mtlA@mtlC@b3599@ECK3588,EG10615,,
G0-10677,b4699,RNA0-349,ECK4511,fnrS@rydA@b4699@ECK4511,G0-10677,,
EG10213,b0381,DALADALALIGA-MONOMER,ECK0376,ddlA@b0381@ECK0376,EG10213,,
G6945,b1750,G6945-MONOMER,ECK1748,ydjX@b1750@ECK1748,G6945,,
EG10534,b2411,EG10534-MONOMER,ECK2406,ligA@dnaL@lig@lop@pdeC@b2411@ECK2406,EG10534,,
EG10560,b3417,MALDEXPHOSPHORYL-MONOMER,ECK3404,malP@malA@blu@b3417@ECK3404,EG10560,,
G6559,b1065,B1065-MONOMER,ECK1050,mdtH@yceL@b1065@ECK1050,G6559,,
G6770,b1463,G6770-MONOMER,ECK1457,nhoA@yddI@b1463@ECK1457,G6770,,
G0-10539,,MONOMER0-4229,,insAB5,G0-10539,,
EG10558,b4035,MALK-MONOMER,ECK4027,malK@malB@b4035@ECK4027,EG10558,,
G0-8901,b4427,TKE8-RNA,ECK1373,micC@IS063@tke8@b4427@ECK1373,G0-8901,,
G6968,b1782,G6968-MONOMER,ECK1780,mipA@yeaF@b1782@ECK1780,G6968,,
G6618,b1181,G6618-MONOMER,ECK1169,ycgN@b1181@ECK1169,G6618,,
EG11193,b3645,EG11193-MONOMER,ECK3635,dinD@pcsA@yicD@b3645@ECK3635,EG11193,,
EG10355,b2804,EG10355-MONOMER,ECK2799,fucU@b2804@ECK2799,EG10355,,
EG10548,b0027,EG10548-MONOMER,ECK0028,lspA@lsp@b0027@ECK0028,EG10548,,
G6482,b0940,G6482-MONOMER,ECK0931,elfC@ycbS@b0940@ECK0931,G6482,,
EG10293,b0584,EG10293-MONOMER,ECK0576,fepA@cbr@cbt@fep@feuB@b0584@ECK0576,EG10293,,
EG10143,b1735,EG10143-MONOMER,ECK1733,chbR@celD@b1735@ECK1733,EG10143,EG12198@EG10144@EG10143@EG10142@EG10141@EG10140,EG12198@EG10144@EG10143@EG10142@EG10141@EG10140
G0-10602,b4611,RNA0-332,ECK4420,sibE@QUAD1e@rygE@b4611@ECK4420,G0-10602,,
EG11363,b4169,NACMURLALAAMI2-MONOMER,ECK4165,amiB@yjeD@b4169@ECK4165,EG11363,,
G6387,b0718,G6387-MONOMER,ECK0707,ybgQ@b0718@ECK0707,G6387,,
EG10204,b3387,EG10204-MONOMER,ECK3374,dam@b3387@ECK3374,EG10204,,
EG10054,b0064,PD00242,ECK0065,araC@b0064@ECK0065,EG10054,EG11157@EG10056@EG10059@EG10058@EG10057@EG10060@EG10054@EG10055@EG10052@EG10053,EG12439@EG12520@EG12518@EG12517@G6787@G6788@EG11075@EG11074@EG10054@EG10055@EG10052@EG10053
G6280,b0511,B0511-MONOMER,ECK0504,ybbW@allP@glxB2@b0511@ECK0504,G6280,,
G6230,b0387,G6230-MONOMER,ECK0382,yaiI@b0387@ECK0382,G6230,,
EG10155,b2155,EG10155-MONOMER,ECK2148,cirA@cir@feuA@b2155@ECK2148,EG10155,,
M010,b0347,MHPHYDROXY-MONOMER,ECK0344,mhpA@b0347@ECK0344,M010,,
G0-8885,b4437,RYED-RNA,ECK2069,sibB@QUAD1b@tpe60@ryeD@b4437@ECK2069,G0-8885,,
EG10201,b0632,EG10201-MONOMER,ECK0625,dacA@pfv@b0632@ECK0625,EG10201,,
G0-8891,b4595,MONOMER0-765,ECK4405,yciY@b4595@ECK4405,G0-8891,,
EG10686,b3019,EG10686-MONOMER,ECK3010,parC@b3019@ECK3010,EG10686,,
G7821,b4089,G7821-MONOMER,ECK4082,alsR@yjcY@rpiR@b4089@ECK4082,G7821,,EG11957@EG11958@EG11959@EG12458@G7821@EG11827
EG12836,b3270,YHDY-MONOMER,ECK3257,yhdY@b3270@ECK3257,EG12836,,
G0-17097,b4823,MONOMER0-4550,ECK4680,ytiE@b4823@ECK4680,G0-17097,,
EG12715,b0173,DXPREDISOM-MONOMER,ECK0172,dxr@yaeM@ispC@b0173@ECK0172,EG12715,,
EG11727,b3717,EG11727-MONOMER,ECK3710,cbrC@yieJ@b3717@ECK3710,EG11727,,
