Gene_Name,Bnb,Product,ECKnb,Names,Object_ID,Directly_Activates_IDs,Directly_Inhibites_IDs
EG10867,b3319,EG10867-MONOMER,ECK3306,rplD@eryA@b3319@ECK3306,EG10867,,EG10916@EG10887@EG10877@EG10902@EG10882@EG10918@EG10865@EG10883@EG10867@EG10866@EG10909@EG11005
EG12370,b1140,EG12370-MONOMER,ECK1126,intE@int(Lambda)@ycfI@b1140@ECK1126,EG12370,,
EG10077,b3281,AROE-MONOMER,ECK3268,aroE@b3281@ECK3268,EG10077,,
EG10277,b1091,FABH-MONOMER,ECK1077,fabH@b1091@ECK1077,EG10277,,
EG11854,b3889,EG11854-MONOMER,ECK3882,yiiE@b3889@ECK3882,EG11854,,
EG10705,b1278,PGPPHOSPHAB-MONOMER,ECK1273,pgpB@b1278@ECK1273,EG10705,,
EG10074,b3389,AROB-MONOMER,ECK3376,aroB@b3389@ECK3376,EG10074,,
EG11647,b0185,CARBOXYL-TRANSFERASE-ALPHA-MONOMER,ECK0184,accA@b0185@ECK0184,EG11647,,EG10217@EG11647
G7056,b1968,MONOMER0-4374 // G7056-MONOMER,ECK1964,hprS@yedV@b1968@ECK1964,G7056,,
EG30088,b4007,RRSE-RRNA,ECK3999,rrsE@b4007@ECK3999,EG30088,,
G7232,b2363,G7232-MONOMER,ECK2357,yfdT@b2363@ECK2357,G7232,,
EG10385,b3868,PROTEIN-NRI,ECK3861,glnG@glnT@ntrC@b3868@ECK3861,EG10385,G0-16690@G7347@G7348@EG12341@EG11897@G7596@EG10835@G6940@G6941@G6942@G6943@G6944@EG11629@EG11630@EG11631@EG11632@G6777@G6778@G6779@G6780@G6781@G6782@EG12837@EG12836@EG12835@EG12834@G6970@G6969@EG10452@EG10007@EG12125@EG12124@EG10072@G6523@G6522@G6521@G6520@G6519@G6518@G6517@G7071@EG10385@EG10387@EG10383@EG10389@EG10388@EG10386@G7072@EG11821@EG12191,EG10389@EG10388@EG10386@EG10385@EG10387@EG10383
EG10273,b0954,FABA-MONOMER,ECK0945,fabA@b0954@ECK0945,EG10273,,
G7547,b2981,G7547-MONOMER,ECK2976,yghO@b2981@ECK2976,G7547,,
G0-9662,b4517,MONOMER0-1701,ECK0982,gnsA@yccL@sfa@b4517@ECK0982,G0-9662,,
EG10389,b0809,GLNQ-MONOMER,ECK0798,glnQ@b0809@ECK0798,EG10389,,
EG10217,b2316,CARBOXYL-TRANSFERASE-BETA-MONOMER,ECK2310,accD@dedB@usg@b2316@ECK2310,EG10217,,EG10217@EG11647
EG12658,b3026,MONOMER0-4171 // EG12658-MONOMER,ECK3017,qseC@ygiY@b3026@ECK3017,EG12658,,
EG30072,b3759,RRFC-RRNA,ECK3753,rrfC@b3759@ECK3753,EG30072,,
EG10386,b0811,GLNH-MONOMER,ECK0800,glnH@b0811@ECK0800,EG10386,,
G7084,b2004,G7084-MONOMER,ECK1997,cbeA@yeeU@b2004@ECK1997,G7084,,
EG11317,b1092,MALONYL-COA-ACP-TRANSACYL-MONOMER,ECK1078,fabD@tfpA@b1092@ECK1078,EG11317,,
EG12860,b1853,EG12860-MONOMER,ECK1854,yebK@hexR(P.a.)@b1853@ECK1854,EG12860,,EG12860
EG11674,b3059,EG11674-MONOMER,ECK3049,plsY@ygiH@b3059@ECK3049,EG11674,,
EG10383,b3870,ADENYLYL-GS // GLUTAMINESYN-MONOMER,ECK3863,glnA@b3870@ECK3863,EG10383,,
EG10740,b4041,GLYCEROL-3-P-ACYLTRANSFER-MONOMER,ECK4033,plsB@b4041@ECK4033,EG10740,,
G6924,b1706,G6924-MONOMER,ECK1704,selO@ydiU@b1706@ECK1704,G6924,,
EG10919,b0023,EG10919-MONOMER,ECK0024,rpsT@supS@sup(s20)@supS20@b0023@ECK0024,EG10919,,
G6805,b1518,G6805-MONOMER,ECK1511,lsrG@yneC@b1518@ECK1511,G6805,,
G6826,b1553,G6826-MONOMER,ECK1547,rzpQ@ydfP@b1553@ECK1547,G6826,,
EG11411,b0167,GLND-MONOMER,ECK0165,glnD@glnD5@b0167@ECK0165,EG11411,,
EG12606,b1095,3-OXOACYL-ACP-SYNTHII-MONOMER,ECK1081,fabF@vtr@cvc@fabJ@vtrB@b1095@ECK1081,EG12606,,
EG11432,b2399,EG11432-MONOMER,ECK2393,yfeD@b2399@ECK2393,EG11432,,
G6436,b0836,G6436-MONOMER,ECK0826,bssR@yliH@b0836@ECK0826,G6436,,
EG11437,b1090,EG11437-MONOMER,ECK1076,plsX@b1090@ECK1076,EG11437,,
EG10387,b3869,PROTEIN-NRII,ECK3862,glnL@glnR@ntrB@b3869@ECK3862,EG10387,,
EG11679,b2836,AAS-MONOMER,ECK2832,aas@b2836@ECK2832,EG11679,,
EG12385,b2216,MONOMER0-4189 // EG12385-MONOMER,ECK2209,rcsD@yojP@yojQ@yojN@b2216@ECK2209,EG12385,,
EG10903,b3296,EG10903-MONOMER,ECK3283,rpsD@ramA@sud(2)@sud2@b3296@ECK3283,EG10903,,EG10903@EG10910@EG10878@EG10912
G6557,b1060,G6557-MONOMER,ECK1045,bssS@yceP@b1060@ECK1045,G6557,,
G6688,b1365,G6688-MONOMER,ECK1363,ynaK@b1365@ECK1363,G6688,,
EG10384,b2553,URIDYLYL-PII // PROTEIN-PII,ECK2550,glnB@b2553@ECK2550,EG10384,,
EG10274,b2323,FABB-MONOMER,ECK2317,fabB@fabC@b2323@ECK2317,EG10274,,
G7344,b2550,G7344-MONOMER,ECK2547,yphH@b2550@ECK2547,G7344,,
EG10781,b2585,PHOSPHASERSYN-MONOMER,ECK2583,pssA@pss@b2585@ECK2583,EG10781,,
EG11625,b0863,ARTI-MONOMER,ECK0854,artI@b0863@ECK0854,EG11625,,
EG11528,b1288,ENOYL-ACP-REDUCT-NADH-MONOMER,ECK1283,fabI@envM@gts@qmeA@b1288@ECK1283,EG11528,,
EG10851,b1066,EG10851-MONOMER,ECK1051,rimJ@tcp@b1066@ECK1051,EG10851,,
EG10880,b2606,EG10880-MONOMER,ECK2603,rplS@b2606@ECK2603,EG10880,,
G6311,b0556,G6311-MONOMER,ECK0547,rzpD@ybcT@b0556@ECK0547,G6311,,
EG10388,b0810,GLNP-MONOMER,ECK0799,glnP@b0810@ECK0799,EG10388,,
EG10224,b4042,DIACYLGLYKIN-MONOMER,ECK4034,dgkA@b4042@ECK4034,EG10224,,
G6420,b0817,G6420-MONOMER,ECK0807,mntR@ybiQ@b0817@ECK0807,G6420,G6999,EG11415@G0-8881@G0-10715@G7254
EG10706,b1912,PHOSPHAGLYPSYN-MONOMER,ECK1911,pgsA@b1912@ECK1911,EG10706,,
EG10540,b3458,LIVK-MONOMER,ECK3442,livK@hrbD@hrbC@hrbB@b3458@ECK3442,EG10540,,
EG11318,b1093,3-OXOACYL-ACP-REDUCT-MONOMER,ECK1079,fabG@b1093@ECK1079,EG11318,,
G6503,b0982,G6503-MONOMER,ECK0973,etp@yccY@b0982@ECK0973,G6503,,
EG10864,b3984,EG10864-MONOMER,ECK3975,rplA@rpy@b3984@ECK3975,EG10864,,EG10895@EG10894@EG10873@EG10871@EG10864@EG10872
EG11972,b0139,EG11972-MONOMER,ECK0138,htrE@b0139@ECK0138,EG11972,,
G6148,b0277,G6148-MONOMER,ECK0276,yagK@b0277@ECK0276,G6148,,
EG11576,b0072,LEUC-MONOMER,ECK0074,leuC@b0072@ECK0074,EG11576,,
EG10043,b4214,EG10043-MONOMER,ECK4210,cysQ@amt@amtA@b4214@ECK4210,EG10043,,
G7146,b2174,G7146-MONOMER,ECK2168,lpxT@yeiU@b2174@ECK2168,G7146,,
EG12406,b0796,EG12406-MONOMER,ECK0785,cecR@ybiH@b0796@ECK0785,EG12406,EG11235,EG12406@G6412@G6411@G6410@G6409
G6406,b0789,G6406-MONOMER,ECK0778,clsB@ybhO@b0789@ECK0778,G6406,,
EG11226,b0074,2-ISOPROPYLMALATESYN-MONOMER,ECK0076,leuA@b0074@ECK0076,EG11226,,
EG11208,b4017,EG11208-MONOMER,ECK4009,arpA@arp@yjaC@b4017@ECK4009,EG11208,,
EG12147,b3206,MONOMER0-4292 // EG12147-MONOMER,ECK3195,npr@yhbK@ptsO@rpoR@b3206@ECK3195,EG12147,,
EG30085,b3968,RRSB-RRNA,ECK3960,rrsB@b3968@ECK3960,EG30085,,
EG12257,b3530,EG12257-MONOMER,ECK3515,bcsC@yhjL@b3530@ECK3515,EG12257,,
G6124,b0249,G6124-MONOMER,ECK0251,ykfF@b0249@ECK0251,G6124,,
EG10531,b0076,PD00519,ECK0078,leuO@b0076@ECK0078,EG10531,G7430@G7429@G7428@G7427@G7426@G7425@EG12845@G7948@G7947@EG10114@EG10115@EG10116@EG10531@EG11575@EG11576@EG11577@EG11226@EG11280,G6351@EG11514@G7551@G7550@EG10531@G7047@EG10133
EG10396,b3927,GLPF-MONOMER,ECK3919,glpF@b3927@ECK3919,EG10396,,
G7287,b2457,G7287-MONOMER,ECK2452,eutM@yffZ@cchA@b2457@ECK2452,G7287,,
G6985,b1799,G6985-MONOMER,ECK1797,dmlR@yeaT@b1799@ECK1797,G6985,,
EG12128,b2828,EG12128-MONOMER,ECK2824,lgt@umpA@b2828@ECK2824,EG12128,,
EG11577,b0073,3-ISOPROPYLMALDEHYDROG-MONOMER,ECK0075,leuB@b0073@ECK0075,EG11577,,
EG11853,b3888,EG11853-MONOMER,ECK3881,fabY@yiiD@b3888@ECK3881,EG11853,,
G7345,b2556,MONOMER0-4141 // G7345-MONOMER,ECK2553,glrK@yfhZ@yfhK@qseE@b2556@ECK2553,G7345,,
EG30027,b0455,FFS-RNA,ECK0449,ffs@b0455@ECK0449,EG30027,,
G6161,b0290,G6161-MONOMER,ECK0289,ecpD@yagW@matE@b0290@ECK0289,G6161,,
EG12339,b0266,EG12339-MONOMER,ECK0267,yagB@b0266@ECK0267,EG12339,,
EG11280,b0075,EG11280-MONOMER,ECK0077,leuL@leuLP@leulL@leulLP@leuIP@b0075@ECK0077,EG11280,,
EG10276,b3256,BIOTIN-CARBOXYL-MONOMER,ECK3243,accC@fabG@b3256@ECK3243,EG10276,,
G7292,b2462,G7292-MONOMER,ECK2457,eutS@ypfE@b2462@ECK2457,G7292,,
G6332,b0603,G6332-MONOMER,ECK0597,ybdO@b0603@ECK0597,G6332,,
EG11371,b2560,EG11371-MONOMER,ECK2558,pgpC@yfhB@b2560@ECK2558,EG11371,,
EG11575,b0071,LEUD-MONOMER,ECK0073,leuD@b0071@ECK0073,EG11575,,
EG11531,b1661,CFA-MONOMER,ECK1657,cfa@cdfA@b1661@ECK1657,EG11531,,
EG12048,b2186,EG12048-MONOMER,ECK2180,yejK@ndpA@b2186@ECK2180,EG12048,,
EG10916,b3311,EG10916-MONOMER,ECK3298,rpsQ@neaA@b3311@ECK3298,EG10916,,
G6415,b0806,G6415-MONOMER,ECK0795,mcbA@ybiM@b0806@ECK0795,G6415,,
EG11303,b1576,EG11303-MONOMER,ECK1570,ydfD@b1576@ECK1570,EG11303,,
EG11270,b3766,EG11270-MONOMER,ECK3759,ilvL@b3766@ECK3759,EG11270,,
EG10247,b2563,HOLO-ACP-SYNTH-MONOMER,ECK2561,acpS@dpj@b2563@ECK2561,EG10247,,
EG12247,b3521,EG12247-MONOMER,ECK3506,rcdB@yhjC@b3521@ECK3506,EG12247,,
G6551,b1046,G6551-MONOMER,ECK1032,clsC@ymdC@b1046@ECK1032,G6551,,
EG10493,b3772,THREDEHYDSYN-MONOMER,ECK3764,ilvA@ile@b3772@ECK3764,EG10493,,
EG11796,b4386,EG11796-MONOMER,ECK4378,lplA@yjjF@slr@b4386@ECK4378,EG11796,,
EG11016,b1229,EG11016-MONOMER,ECK1224,tpr@b1229@ECK1224,EG11016,,
EG10900,b0911,EG10900-MONOMER,ECK0902,rpsA@ssyF@b0911@ECK0902,EG10900,EG10914@EG10743@EG10317@EG10568,EG10900
EG10779,b1307,EG10779-MONOMER,ECK1302,pspD@b1307@ECK1302,EG10779,,
EG10539,b3460,LIVJ-MONOMER,ECK3444,livJ@hrbD@hrbC@hrbB@b3460@ECK3444,EG10539,,
EG11306,b0628,EG11306-MONOMER,ECK0621,lipA@lip@b0628@ECK0621,EG11306,,
EG10467,b0440,EG10467-MONOMER,ECK0434,hupB@dpeA@dbhB@hopD@b0440@ECK0434,EG10467,EG30063,EG12144@EG12197@EG10617@EG11041@EG11698@EG10363@EG10366@EG10362
EG10704,b0418,PGPPHOSPHAA-MONOMER,ECK0412,pgpA@yajN@b0418@ECK0412,EG10704,,
EG10501,b3769,SMALLILVM-MONOMER,ECK3761,ilvM@b3769@ECK3761,EG10501,,
EG11591,b0630,EG11591-MONOMER,ECK0623,lipB@cde@lip@b0630@ECK0623,EG11591,,
G7638,b3143,G7638-MONOMER,ECK3131,yraI@b3143@ECK3131,G7638,,
EG10877,b3313,EG10877-MONOMER,ECK3300,rplP@b3313@ECK3300,EG10877,,
EG10302,b0150,EG10302-MONOMER,ECK0149,fhuA@T1@T5rec@tonA@b0150@ECK0149,EG10302,,
EG11275,b3672,EG11275-MONOMER,ECK3663,ivbL@b3672@ECK3663,EG11275,,
EG10130,b1270,COBALADENOSYLTRANS-MONOMER,ECK1264,btuR@cobA@b1270@ECK1264,EG10130,,
G7882,b4251,G7882-MONOMER,ECK4244,bdcR@yjgJ@b4251@ECK4244,G7882,,
EG11608,b1249,CARDIOLIPSYN-MONOMER,ECK1243,clsA@yciJ@nov@cls@b1249@ECK1243,EG11608,,
EG10494,b3671,LARGEILVB-MONOMER,ECK3662,ilvB@b3671@ECK3662,EG10494,,
G6349,b0638,RIBAZOLEPHOSPHAT-MONOMER,ECK0631,cobC@phpB@b0638@ECK0631,G6349,,
G6353,b0646,G6353-MONOMER,ECK0639,djlB@ybeS@b0646@ECK0639,G6353,,
EG10215,b3162,EG10215-MONOMER,ECK3150,deaD@csdA@mssB@rhlD@b3162@ECK3150,EG10215,G6420@EG10935@EG11140,
G7362,b2627,G7362-MONOMER,ECK2623,abpB@yfjK@b2627@ECK2623,G7362,,
EG10541,b3456,LIVM-MONOMER,ECK3440,livM@b3456@ECK3440,EG10541,,
EG12150,b1992,COBS-MONOMER,ECK1987,cobS@b1992@ECK1987,EG12150,,
G6919,b1696,G6919-MONOMER,ECK1694,ydiP@b1696@ECK1694,G6919,,
EG10775,b4160,PSD-MONOMER // PHOSPHASERDECARB-BETA-MONOMER // PHOSPHASERDECARB-ALPHA-MONOMER,ECK4156,psd@b4160@ECK4156,EG10775,,
EG10502,b3670,SMALLILVN-MONOMER,ECK3661,ilvN@b3670@ECK3661,EG10502,,
EG10127,b1711,BTUC-MONOMER,ECK1709,btuC@b1711@ECK1709,EG10127,,
EG12195,b0998,EG12195-MONOMER,ECK0989,torD@b0998@ECK0989,EG12195,,
EG30082,b2589,RRLG-RRNA,ECK2587,rrlG@b2589@ECK2587,EG30082,,
EG11837,b3871,EG11837-MONOMER,ECK3864,bipA@typA@yihK@b3871@ECK3864,EG11837,,
G7229,b2360,G7229-MONOMER,ECK2354,yfdQ@b2360@ECK2354,G7229,,
EG10499,b0078,ACETOLACTSYNIII-HCHAIN-MONOMER,ECK0080,ilvH@brnP@b0078@ECK0080,EG10499,,
EG12151,b1991,DMBPPRIBOSYLTRANS-MONOMER,ECK1986,cobT@b1991@ECK1986,EG12151,,
EG11236,b0315,EG11236-MONOMER,ECK0313,pdeL@yahA@b0315@ECK0313,EG11236,G7541@EG11236,EG10840@G379@G378@G377@EG11656@EG11654@EG11347
G6226,b0375,G6226-MONOMER,ECK0370,iprA@yaiV@b0375@ECK0370,G6226,,
EG11885,b1048,EG11885-MONOMER,ECK1034,opgG@mdoA@mdoG@b1048@ECK1034,EG11885,,
EG10495,b3774,KETOLREDUCTOISOM-MONOMER,ECK3766,ilvC@b3774@ECK3766,EG10495,,
EG10128,b1709,BTUD-MONOMER,ECK1707,btuD@b1709@ECK1707,EG10128,,
EG10758,b0525,EG10758-MONOMER,ECK0518,ppiB@b0525@ECK0518,EG10758,,
EG11508,b1480,EG11508-MONOMER,ECK1474,sra@rpsV@b1480@ECK1474,EG11508,,
G6784,b1490,G6784-MONOMER,ECK1484,dosC@yddV@dgcO@b1490@ECK1484,G6784,,
G7081,b2001,G7081-MONOMER,ECK1994,yeeR@b2001@ECK1994,G7081,,
EG10547,b0889,PD00353,ECK0880,lrp@rblA@oppI@mbf@lstR@alsB@ihb@livR@lrs@lss@b0889@ECK0880,EG10547,EG11969@G6393@G7258@EG10951@G7871@G7864@G0-16657@G6995@G6955@G6176@G7931@G7853@G7833@EG11936@EG11684@G0-10468@EG11964@EG12262@EG12254@G7756@EG11184@EG12834@G7695@EG11970@G7574@G7573@G7152@EG11895@G6969@G6894@G6860@G6788@G6742@G6741@G0-10591@G6638@EG11516@EG12444@G6460@EG12421@G6408@G6394@G6324@G6228@G6158@G6098@EG12605@EG12611@G6081@EG11370@EG11042@EG11041@EG10984@EG10958@EG11664@G6882@G6811@EG12341@EG11738@EG10879@EG11827@EG11259@EG11507@EG11469@EG10835@EG10811@EG11809@EG10798@EG11933@EG11612@EG10955@EG11403@EG11629@EG10744@EG11734@EG10727@G7596@EG12211@EG10673@G7072@EG12427@EG11880@EG10540@EG10539@EG11306@EG10531@EG11280@EG11226@G592@EG10509@EG11256@G6360@G7583@EG11270@EG11535@EG11534@EG11972@G6500@EG10599@EG10389@EG10387@EG12191@EG10386@EG10383@G7542@G0-8914@EG12242@G7832@EG10356@EG11355@EG10280@G7213@EG10271@EG12267@EG10258@EG10248@EG11643@G6673@EG11407@G7329@EG11210@G6463@EG10158@EG12198@G7071@EG12319@G6557@G6312@G6944@EG10096@EG10092@EG10091@EG11624@EG11625@EG10079@EG10072@EG10070@G7184@EG10031@G6396@G7752@G7464@EG12249@EG10945@EG12123@G6573@EG10107@EG10095@EG10046@EG10023@G7877@EG10131@EG10132@EG11337@EG11810@EG10371@EG11442@EG10680@EG10944@EG10562@EG10993@EG10512@EG11554@EG10312@EG10311@EG10315@EG10314@EG10313@EG10310@EG11974@EG10308@EG10946@EG10073@EG10500@EG10499@G7399@EG11159@EG12070@EG10403@EG10404@EG11514@EG11330@EG10361@EG11329@EG12387@G7394@EG12031,EG11624@G7871@G7864@G7465@G7050@G7931@EG11870@EG12624@EG12228@G7683@EG12794@G7574@G7573@EG11152@EG11895@EG11807@G6967@EG11640@EG11342@EG11516@EG11117@EG11116@G6447@G6423@G6417@G6408@EG11108@G6361@G6329@G6323@EG11451@EG11332@EG11032@EG11017@EG11013@EG11585@EG11428@EG12732@G0-9388@G6882@EG10947@EG10946@EG10907@EG10898@EG10879@EG10869@EG11443@EG11259@G7877@EG11322@EG12045@G7575@EG10798@EG11682@EG10759@EG11510@EG10746@EG10742@G6397@EG12211@EG10684@EG10683@EG10666@EG12082@EG12068@EG10627@EG11160@G6255@EG10613@EG11344@EG30058@EG10587@EG10566@EG11337@EG10464@G6465@EG10531@EG11226@EG10512@EG10509@G7923@G7272@EG11681@G6619@EG10600@EG10599@EG10414@EG10405@EG10379@G7542@EG10372@EG11442@EG12242@EG11490@G7832@EG10331@EG10330@EG11355@G7213@EG11693@EG12232@EG10248@G6627@G7049@G6673@G6972@EG10220@EG10216@EG10215@EG10184@EG10012@EG11217@EG12854@EG10129@EG10105@EG10098@G6944@EG10097@EG10095@EG11625@EG10079@EG10073@EG10071@EG10070@EG10063@EG10062@EG11934@EG10046@G7458@EG10034@G7399@G7595@G6396@G7872@G7922@EG12475@EG11935@EG11928@G7756@G7596@G7214@G7190@EG11998@EG12868@G6466@G6453@EG12422@G6394@EG11246@EG11042@EG11041@G6877@EG11277@EG12142@EG11403@EG11629@EG10695@EG10617@EG12069@EG10589@EG10342@EG10255@EG12504@G7329@EG12168@EG11158@EG30099@EG10499@EG10500@EG10031@EG10553@EG10680@EG10930@EG10674@EG10675@EG10676@EG10677@EG10678@EG11811@EG11391@EG10536@EG10537@EG10541@EG10538@EG10540@EG10547@EG11408@EG11407@G6984@EG10107@G7184@EG11400@EG11399@EG11398@EG30091@EG30103@EG30073@EG30080@EG30009@EG30044@EG30087@EG30076@EG30083@EG30010@EG30045@EG30090@EG30075@EG30082@EG30035@EG30089@EG30074@EG30081@EG30034@EG30088@EG30072@EG30079@EG30033@EG30086@EG30070@EG30077@EG30008@EG30043@EG30084@EG10944@EG10539@EG30063@EG30071@EG30078@EG30032@EG30085@G0-10641@G8221@EG10493@EG10496@EG10497@EG10501@EG11270@EG10670
EG13238,b1993,COBU-MONOMER,ECK1988,cobU@b1993@ECK1988,EG13238,,
G0-17074,b4803,MONOMER0-4532,ECK4660,speFL@b4803@ECK4660,G0-17074,,
EG12176,b4135,EG12176-MONOMER,ECK4129,yjdC@cutA3@b4135@ECK4129,EG12176,,
EG12591,b4359,PGLYCEROLTRANSII-MONOMER // PGLYCEROLTRANSI-MONOMER,ECK4349,opgB@yjjO@mdoB@b4359@ECK4349,EG12591,,
EG10538,b3457,LIVH-MONOMER,ECK3441,livH@hrbD@hrbC@hrbB@b3457@ECK3441,EG10538,,
EG10418,b2688,GLUTCYSLIG-MONOMER,ECK2683,gshA@gsh-I@b2688@ECK2683,EG10418,,
G7414,b2717,G7414-MONOMER,ECK2712,hycI@b2717@ECK2712,G7414,,
EG10913,b3307,EG10913-MONOMER,ECK3294,rpsN@b3307@ECK3294,EG10913,,
G0-16745,b4751,MONOMER0-4429,ECK4608,yoaL@b4751@ECK4608,G0-16745,,
G6683,b1359,G6683-MONOMER,ECK1357,ydaU@b1359@ECK1357,G6683,,
EG10503,b3773,PD00200,ECK3765,ilvY@b3773@ECK3765,EG10503,EG10495,EG10503
EG10419,b2947,GLUTATHIONE-SYN-MONOMER,ECK2942,gshB@gsh-II@b2947@ECK2942,EG10419,,
EG12252,b3525,EG12252-MONOMER,ECK3510,pdeH@yhjH@b3525@ECK3510,EG12252,,
G6552,b1047,G6552-MONOMER,ECK1033,opgC@ymdD@mdoC@b1047@ECK1033,G6552,,
EG10500,b0077,ACETOLACTSYNIII-ICHAIN-MONOMER,ECK0079,ilvI@b0077@ECK0079,EG10500,,
EG11546,b0109,QUINOPRIBOTRANS-MONOMER,ECK0108,nadC@b0109@ECK0108,EG11546,,
G6291,b0531,G6291-MONOMER,ECK0524,sfmC@b0531@ECK0524,G6291,,
EG10890,b1089,EG10890-MONOMER,ECK1075,rpmF@b1089@ECK1075,EG10890,,
G6804,b1517,G6804-MONOMER,ECK1510,lsrF@yneB@b1517@ECK1510,G6804,,
G6589,b1145,G6589-MONOMER,ECK1131,ymfK@cohE@b1145@ECK1131,G6589,,
G7038,b1919,DCYSDESULF-MONOMER,ECK1918,dcyD@yedO@b1919@ECK1918,G7038,,
EG11135,b1768,NICOTINAMID-MONOMER,ECK1766,pncA@nam@ydjB@b1768@ECK1766,EG11135,,
EG10711,b4108,EG10711-MONOMER,ECK4101,yjdM@phnA@b4108@ECK4101,EG10711,,
G7663,b3198,G7663-MONOMER,ECK3187,kdsC@yrbJ@yrbI@b3198@ECK3187,G7663,,
EG10496,b3771,DIHYDROXYACIDDEHYDRAT-MONOMER,ECK3763,ilvD@b3771@ECK3763,EG10496,,
EG10631,b2574,L-ASPARTATE-OXID-MONOMER,ECK2572,nadB@nic@nicB@b2574@ECK2572,EG10631,,
EG11803,b2992,EG11803-MONOMER,ECK2986,hybE@b2992@ECK2986,EG11803,,
EG10874,b3231,EG10874-MONOMER,ECK3220,rplM@b3231@ECK3220,EG10874,,EG10908@EG10874
G6500,b0966,G6500-MONOMER,ECK0957,hspQ@yccV@b0966@ECK0957,G6500,,
G6308,b0552,MONOMER0-4234,ECK0261,insH2@trs5-2@yi52_2@b0552@ECK0261,G6308,,
G0-9281,,MONOMER0-1241,,alaB,G0-9281,,
G6350,b0639,NICONUCADENYLYLTRAN-MONOMER,ECK0632,nadD@ybeN@fusB@b0639@ECK0632,G6350,,
G0-17012,b4766,MONOMER0-4479,ECK4623,argL@b4766@ECK4623,G0-17012,,
EG11569,b0054,EG11569-MONOMER,ECK0055,lptD@yabG@ostA@imp@b0054@ECK0055,EG11569,,
EG10107,b3572,VALINE-PYRUVATE-AMINOTRANSFER-MONOMER,ECK3561,avtA@b3572@ECK3561,EG10107,,
EG11787,b2053,GDPMANDEHYDRA-MONOMER,ECK2047,gmd@yefN@yefA@b2053@ECK2047,EG11787,,
EG10689,b2743,EG10689-MONOMER,ECK2738,pcm@b2743@ECK2738,EG10689,,
EG50004,b0953,EG50004-MONOMER,ECK0944,rmf@res@rimF@b0953@ECK0944,EG50004,,
EG12402,b1217,EG12402-MONOMER,ECK1211,chaB@b1217@ECK1211,EG12402,,
G7184,b2290,G7184-MONOMER,ECK2284,alaA@yfbQ@b2290@ECK2284,G7184,,
G6121,b0246,G6121-MONOMER,ECK0247,yafW@b0246@ECK0247,G6121,,
EG11335,b4390,PD04413,ECK4382,nadR@nadI@b4390@ECK4382,EG11335,,EG10631@EG10742@EG11700@EG10630
EG11502,b0196,RCSF-MONOMER,ECK0196,rcsF@b0196@ECK0196,EG11502,,
EG12691,b1280,EG12691-MONOMER,ECK1275,lapB@yciM@b1280@ECK1275,EG12691,,
EG10497,b3770,BRANCHED-CHAINAMINOTRANSFER-MONOMER,ECK3762,ilvE@b3770@ECK3762,EG10497,,
EG10663,b1740,NAD-SYNTH-MONOMER,ECK1738,nadE@efg@ntrL@b1740@ECK1738,EG10663,,
G7207,b2336,G7207-MONOMER,ECK2330,yfcS@b2336@ECK2330,G7207,,
EG30079,b3758,RRLC-RRNA,ECK3752,rrlC@b3758@ECK3752,EG30079,,
G6869,b1625,G6869-MONOMER,ECK1621,cnu@ydgT@b1625@ECK1621,G6869,,
EG12203,b1557,EG12203-MONOMER,ECK1551,cspB@b1557@ECK1551,EG12203,,
G7242,b2379,G7242-MONOMER,ECK2375,alaC@yfdZ@b2379@ECK2375,G7242,,
G7409,b2700,G7409-MONOMER,ECK2695,pncC@ygaD@b2700@ECK2695,G7409,,
G6623,b1194,G6623-MONOMER,ECK1182,ycgR@b1194@ECK1182,G6623,,
EG10855,b0641,EG10855-MONOMER,ECK0634,lptE@rlpB@b0641@ECK0634,EG10855,,
EG10001,b4053,ALARACEBIOSYN-MONOMER,ECK4045,alr@alr5@b4053@ECK4045,EG10001,,
EG12192,b2615,MONOMER0-541,ECK2611,nadK@yfjE@yfjB@b2615@ECK2611,EG12192,,
G6163,b0292,G6163-MONOMER,ECK0291,ecpB@yagY@matC@b0292@ECK0291,G6163,,
EG11231,b1717,EG11231-MONOMER,ECK1715,rpmI@b1717@ECK1715,EG11231,,
G0-17040,b4794,MONOMER0-4506,ECK4651,baxL@b4794@ECK4651,G0-17040,,
EG11300,b1571,EG11300-MONOMER,ECK1565,ydfA@b1571@ECK1565,EG11300,,
EG10449,b2019,ATPPHOSRIBOSTRANS-MONOMER,ECK2014,hisG@b2019@ECK2014,EG10449,,
EG11453,b3788,DTDPGLUCDEHYDRAT2-MONOMER,ECK3780,rffG@rff@b3788@ECK3780,EG11453,,
G0-10574,b4603,RNA0-327,ECK4412,rseX@IS096@b4603@ECK4412,G0-10574,,
EG12866,b1831,EG12866-MONOMER,ECK1830,proQ@yoeC@yobE@yebJ@b1831@ECK1830,EG12866,,
G6637,b1279,G6637-MONOMER,ECK1274,lapA@yciS@b1279@ECK1274,G6637,,
EG10446,b2021,HISTPHOSTRANS-MONOMER,ECK2016,hisC@b2021@ECK2016,EG10446,,
EG10742,b0931,NICOTINATEPRIBOSYLTRANS-MONOMER,ECK0922,pncB@b0931@ECK0922,EG10742,,
EG11570,b0055,EG11570-MONOMER,ECK0056,djlA@yabH@b0055@ECK0056,EG11570,,
EG10910,b3297,EG10910-MONOMER,ECK3284,rpsK@b3297@ECK3284,EG10910,,
